id	tweet	label
46139	Conservatism Its not about our disagreements with Conservatives Its that Conservatives cant debate honestly and they have no integrity Whatever gets them thru today is all that matters to them Theyre fundamentally dishonest people URL	1
99009	Halloween Sign If You Are Reading This CreepingUp Behind You Wood Wall Decoration tmtinsta cwsigns URL via 	0
66388	huniachiweek No matter what you are going through today or in the past few days your situation is never permanent God is going to change your life for good Trust and Believe that He is able to Please Read URL	0
91217	 My only point of contention is this He decided to keep this group which has top end talent and also decided to hire hot trash Mike McCoy Wilks hasnt even been able to get his defense to line up correctly He is in over his head	0
91994	And yet everyone seems to lack it URL	0
58751	MAGA Expect more censorship URL	0
80947	And apparently Im committed to going to a new level since I used the key Well FUCK Curiosity killed the Cathy	1
99253	NE need to check out a dentist and find out if she is has a perfect work record What about a child care facility Now you can check online for all kinds of licensed professionals and its free URL	0
40386	 Then why arent there so many shootings in Virginia Jacksonville shooter got his guns IN MARYLAND Among the poster children for gun control What good did that do Youre full of crap	1
58742	AmnestyInternational US is in violation of international human rights law by not passing stronger guncontrol URL via URL	0
39752	 Well she is Chuck Schumers cousin or niece or something so she is obviously part of the DNC conspiracy against Nixon Or part of the Deep State Or a Zionist plot Or Big comedy Or whatever the hell todays conspiracy theory is	0
25262	GodsPraiseroom God keeps you even in the storms that may rock your boat  Lets all submit to His will after all he is the only one who really knows the end from the beginning URL	0
17703	Spaldo is my guy He is my godson	0
98916	ANTIFA are bedfellows with The Democratic Socialists of America DSA who JamesOKeefe has exposed as being inserted throughout government attempting to bring down America Trump MAGA DeepState URL	1
18709	CNN ruthlessly continues Fakenews onslot Wheres the honest analysis Right here URL tcot CNN NRA massshooting CNNISFAKENEWS Conservatives FakeNewsMedia FakeNews PBA FakeNewsCNN	0
26026	Brexit Barometer Labour fails to capitalise as Conservatives fail to please Kantar nearly two thirds of the UK believe the government is handling Brexit negotations poorly URL	0
32190	 Antifa has TS level influence Its scary	1
27550	 I have three accounts Two quasianonymous and one completely anon And if twitter ever bans one of the quasianon Ill make two anon accounts and tweet the most insane shit I will drown twitter in bullshit If one of those is banned Ill make even more	1
68539	MAGA Alert  Joe Biden on Trump Supporters The Dregs Of Society VIDEO URL via 	0
93643	CERC is now Boyds  stock And he is the sole holder of the stock among hedge funds we track URL	0
99120	 City of Chicago Democrat run with some of the strictest gun control in the nation  Whats your point NotThatBright URL	0
24040	Liberals are so pathetic INNOCENT UNTIL PROVEN GUILTY mean much Democrats should look at their own party if they need a rapist to hang KavanaughIsInnocent WalkAwayFromDemocrats LiberalLies are straight from the Pitts of HELL  URL	1
85436	Trump may be many things but he is entertaining Thanks twitter URL	0
73516	 Million reallocated from FEMA to ICE This guy gives zero shits about anyone not named Trump If youre in the mid Atlantic get out Now URL	1
88905	FortniteBattleRoyale XboxShare Please ban this cheating scum he is literally invisible URL	1
52955	I once read about the man who invented bulbs he saw failure differently it was  new wayz of doing it differentlyNow he is a genius	0
33452	AUnfettered Repeal all gun control laws If the government can use it then the people should be able to as well URL	0
13276	 Good thing it was responsible US Marines Im pretty sure a group of Antifa members wouldnt be running that fast in that direction to help anyone let alone elder seniors Thank you  We salute You URL	0
26462	FordTheatre Right on Cue a GoFundMe acct has been set up for this person the new Liberals mode of bribery and payoffs Really should investigate these GoFundMe as a New outlet for slush funds Comey McCabe Strzok	0
94339	Christian If Twitter and Facebook can silence conservatives Christians we are next Once censored the darkness takes over Help us grow in by living your faith aloud Where we go one we go all Prayer warriors please help us grow this movement URL	0
23786	ixine aus den speakern fick deine political correctness	0
27371	fall fashion trending coats colors URL We have What You are looking for airdrie calgary lethbridge toronto vancouver princegeorge URL	0
88670	republicans put WALLin budgetyou are going to loose PresTrump followers He is why U R there so support him URL	0
54391	gmm roastmycat hi this is Fiona She is about  weeks old She falls asleep in weird places URL	0
42112	SesameStreet BertandErnie the conversation about this is so unattractive The creator says he didnt create a character gay and he is being attacked	1
37740	SerenaWilliams is so full of herselfshe is just as painful to watch as to listen to	1
72405	ColinKapernaeck has done nothing but sit on his ass and complain Its time black people and die hard white liberals who think they are down with the cause aka to wake the heck up or STFU Colin is not a Civil Rights hero or martyr No where near it	1
20780	DanganronpaV  here he is claiming to be the mastermind yet I still dont believe him I dont think hes the mastermind There is evidence that suggests he is but then theres evidence that suggests hes not	0
38820	MonbebeSelcaDay she is beautiful URL	0
82913	LockHimUpNow MAGA QAnon best President ever URL	0
97383	 GoodbyeNFL  It was great before your players became Marxists Ill keep nixing any sports league that displays such support of the BS oppression narrative GoodbyeNIKE	0
21397	Liberals Left Democrats Resist Resistance Antifa BlueWave BlueWave Its  to WalkAway     MAGA    URL	0
51738	EmailMarketing sales I will teach you how to create your own exclusive online traffic economy so you are never short of leads and sales again URL URL	0
47445	 JEFF SESSIONS LISTEN TO THE ACLU ANTIFA BLACK LIVES MATTER IF YOU WANT MORE CHICAGO SHOOTINGS  URL	1
27158	Amazon will ship live Christmas trees to your door  but will they stay and put on the damn lights URL	1
26382	 How sweet Congratulations Once he is house broken it will get better	0
17183	 I BET she is a lot safer when she has sex now tho  Or she wouldnt have just one but a few kids  Why cant moms get dicked down too 	1
10595	i This speaks for itself NSFW URL	0
49481	JameyComey has been so silent these last few weeks because he knows hes going to be indicted  FBI DOJ Strzok Page TextMessages QAnon PatriotsFight ty  MAGA URL	0
37949	SupernaturalTNT TheManWhoWouldBeKing OMG You are amazing Crowley and Cas are always great together and I miss it	0
96729	Available for Adoption Lincoln County NC Roger A SEX MALENEUTERED AGE  weeks old INTAKE  URL	0
42325	Conservatives Govt  made my life hell whistleblowers say they were threatened by regulator I thought this Govt promised to protect whistleblowers URL	1
21748	Apple live keynote AppleEvents URL	0
24316	 Zuckerberg lies	0
19516	lilduval When you know u aint going to work tomorrow HappyFriday SmileBitch LivingMyBestLife HittemWithDaShoulders URL	0
79383	AntifaHorst  whuuuuut  antifa maassen seehofer URL	0
64857	NoteToMyStalker n his empire Trust me if my penance of a life n career are true Nature will leave no stone unturned in getting you You will be left with nothing Every one of you No matter how powerful you are	0
89936	FreeLeahShaibu Negotiate her release She is someones daughter  	0
90362	SerenaWilliams Serena was caught cheating with her coach but because its collaborative she thinks she is not a thief In her mind the real thief is the umpire who spotted what was going on and called it out Its like a couple of bank robbers blaming a guard for calling police	0
75620	Antifa  Retweet if you cant stop watching this URL	0
24907	NotOut Thank You for following  Leicester  VoteForChange LocalElections  VoteTory VoteConservative  CutCrime CutRedTape CutTaxes CutGrass BetterServicesLowerTaxes 	0
26259	ThingsYouShouldNeverAssume when someone says shehe is okay or smile maybe heshe doesnt wanna worry you	0
76095	Repost with getrepost  Those who love you are not fooled by mistakes you have made or by dark images you hold about yourself They remember your beauty when you feel URL	0
11557	 Nick Gehlfuss stan just watched Friends and she is not going to stop tvtime URL	0
51963	SEO Tips You are the master of your own fate online so be wise and dont expect pity If you screw up nobody else is to blame	0
15180	FortniteBattleRoyale XboxShare Please ban this cheating scum he is literally invisible URL	1
58026	MAGA Qanon GreatAwakening inners WWGWGA NowComesThePain WalkAway GoodbyeDemocrats Ellison Accuser Says Shes Been Sidelined By Her Own Party URL	1
26432	Truth I will show you how to build your own personal online traffic economy so you are never in short supply of qualified prospects and sales again URL URL	0
76565	 Gun control Im wondering who was in control of all those bodies that got suicided because of you You need to be controlled  GITMO THE PAIN IS COMING MAGA QAnon Benghazi Hope they televise your demise	0
91588	Antifa has a new cause URL	0
58033	Balkan Conservatives Unite at Family Congress in Moldova URL	0
81352	BoycottNFL  You are dead to me URL	1
33133	 WalkAwayFromAllDemocrats Michelle was there  years and we sure dont need any more bad advice from her now We have a new Sheriff in Town whos MAGA Get out and VOTE  ALL COLORS ALL GENDERS AKA ALL AMERICANS URL	1
96661	ConstitutionDay Enforce US Immigration laws Not One Set of laws for Illegal Aliens and one Set of laws for Citizens  Trump MAGA RedNationRising NoDACA URL	0
91036	BlaseyFord Its so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say its unfair to have more men asking her questions Which is it Dems are women equal or should we receive special treatment	1
56581	A GUN CONTROL KILLS PEOPLE THIS IS WHY WE NEED CONCEALED CARRY URL	0
22882	Ted always has a feel for the most appropriate public behavior But often he is unable to control himself GOPDysfunction URL	1
66377	FollowTheWhiteRabbit QAnon GreatAwakening SpyGate WalkAway QAnon QArmy MAGA Google MAGA Poland FISADeclassification DearProfessorFord URL Dem US Senator Corey Booker molesting a  year old in the s surfaces URL	0
40842	 Stick to Comedy  You werent that funny yo start with but that political commentary of yours is pathetic 	1
73612	 Holder needed to be impeached	1
45709	WeAreBRONCOS This little guy loves the Broncos He is one of their biggest fan beon URL	0
21338	BBCNews  Cleverly There have been no cuts to the NHS James Cleverly on Conservatives and coalition health spending URL	0
15630	 me was cute as hell and I love that  me looks like an Antifa protestor when really I was freezing cold in the Hunter And I need to dye my hair again OMG I loved being a redhead URL	0
15815	BelieveAllWomen just when I think things cant get dumber this happens liberals probably dont realize this because they are children but this isnt equality How about we treat women an men the same pretty sure thatll have better results for culture	1
53858	Today The two most important days in your life are the day you are born and the day you find out why Mark Twain	0
89606	TheLadyBam has spoken  She is simply the BEST  SpreadMaryLove  Onward URL	0
30942	media credentials If you are POC and had a problem with please send DM me do not like this tweet	0
56973	ALERT A win for the Progressive Conservatives The Ontario Court of Appeal has granted a stay of Bill which is to cut the number of Toronto city councillors from  to 	0
24049	SierraBurgessIsALoser She is me when my phone dings 	1
79204	 metoo are all racist	1
46229	GOP still acting like the wimps they are What they havent yet realized that Liberals will hate them regardless of their sentiments Either Republicans are just too stupid to get out of their own way or theyre just tilted to far left ConfirmKavanaughNow	1
93101	SerenaWilliams is NOT the first mother to be on the womens tour She is embarrassingly entitled and a bully Yes that is Kim Clijsters winning a Major a year after having a baby URL	0
42196	TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone	1
38084	 FED Agency  Hijaked with info on FED Agency by extremist group secretly funded  AntifaBLMSorosCIA	0
67973	BaldwinFundraises at K Street Firm Working ProBono for Gun Control Lobby law TammyBaldwin fundraiser URL URL	0
72071	AafiaSiddiqui is a convicted terrorist but she is widely hailed as the Daughter of Pakistan URL	0
34669	DregsOfSociety  Deplorables Liberals usually dehumanize those they want to exterminate later URL	1
66054	ALDUBLoveAndBeyond when you rise in life your friends know who you are when you fall down you know who your friends are	0
15607	Gemini woman if she cannot change her scene then she is liable to change the cast	0
13959	WCE To my favorite girl Hope your day is as awesome as you are URL	0
34575	EmmyAwards  Ratings tank as expected Who can possibly stand to watch so many liberals in one place at one time	1
27546	 Cult like caps Hmm where else do we see cult like caps MAGA 	0
69203	Eagles are setting up a workout with Jeremy Maclin according to It cant be this week though because he is still hurting	0
86385	 Lets just be friends and have a civil discussion So its totally fine if he is told to his face that his life is sinful But criticize him ever so lightly and that is not civil anymore which deserves a block	0
20357	 Gutierrez has always been nothing more than a racebaiter	1
83011	DISARMTHEM ANTIFA Give Jack here a participation trophy URL	0
80059	CognitiveDissonanceChallenge This one will be painful for conservatives Proceed with caution URL	0
52104	Chequers crashes and burns in Strasbourg along with Mays hopes of clinging to powerher support ebbing away in the Party in Parliament and in the Country It is time for her to load the Webley	0
29531	JohnFund Kavanaugh and Ford controversy  Its  all over again and even some honest liberals are upset URL via URL	0
52445	Elitist Actors NBC Liberals of Dems in Hollywood at the Emmy Awards a toothless NBC selfpromotion onslaught peppered with MeToo cracks but it was planned staged and okay because they are Democrats Socialist Liberals of the Left WALKAWAY  URL	1
12746	 Kellerman knows only  thing more then the average man Boxing He is a Brady hater I will say Rodgers is maybe a better thrower ie Dan Marino but a better QB then Brady Jut look at his playoff record	0
10991	DrFord DearProfessorFord Is a FRAUD Female group paid for and organized by GeorgeSoros URL	1
63725	Osaka says the crowd was noisy and i really didnt c what was going on i had to focus cuz she is such a great champ and was confused when the score went to 	0
57135	BlueWave DumpTrump give my love  or cooperatecompromise w conservativesTrump supporters who constantly vilify marginalized groups who constantly attack womens rights  make choices about their own bodies	1
11284	 takes the season opener on Saturday Highlights URL	0
57107	 Ummmm fascism actually started with Mussolini in Italy and Antifa is not a part of Anonymous Anonymous does not censor like Antifa They are not related as Anonymous is anti censorship URL	0
72369	NightMayor s DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshis communist vape shop	1
84879	MPLSpotlight Have you met Stefanie Shes our newest Adult Services Librarian She has been putting in a lot of hours cleaning up our collections Here she is with her favorite find a book on unique homes If you see her be sure to say hi MonroLib URL	0
42192	ArunJaitleyStepDown He is most shameless FM in history of India and audacity and shamelessness with which is lies in public is disgrace to post	1
20034	Canadas Liberal government rejects recommendation that political parties comply with privacy laws after Facebook  CambridgeAnalytica scandal URL	0
39516	Will you marry me please  RogueBot 	0
43587	Conservatives  bn Housing ontrick  What a crock of shte HousingCrisis URL	1
10684	 weeks of resp done and I still dont know shit my ass still on vacation mode 	1
76394	NABJESUS WONT REJECT UCOME TO HIM HOMEWARD BOUND TOWARDS HEAVENS KINGDOM HE IS OPEN DOOR TO ONLY	0
76692	Nickelodeon KallysMashup She has an AngelsHeartthe Forceof Characterof a Goddessand its LightShinesas much like that of a StarShe is MaiaReficco URL	0
41553	Coupdetat of Spain in Catalona Spain is a fakedemocracy cddr shameonSpain WakeupEurope URL	1
48839	Analysis Supporters of the Peoples Party of Canada would likely bristle at being called liberal but its beliefs fit the classic definition URL 	0
38718	BarbieDreamsVIDEO I saw the genius interview  thank you for loving us so much  just the way we love you Barbie  you are beauty with brains 	0
56048	JusticeForSoniasFather Plz help Sonia She is in pain Why PTI officials not responding her She is also getting trouble from PMLN goons Some plz help her Thanks	0
18997	A A Ok  This is Eric Holder talking about gun control This has been pulled down  times now Im going to keep reposting it everytime it gets taken down URL	0
36720	Conservatives today URL	0
51656	Liberals and Democrats use this as their first step of food preparation  URL	0
62986	Liberalismisamentaldisorder but it is also a danger to our country Liberals are showing themselves to be utterly hateful They do not CARE about TRUTH they only care about POWER	1
24430	Florencehurricane  HOURS OF SUSTAINED LETHAL CYCLONIC FORCES ONLY TO A FEW HOURS TO IMPACT TO NorthCarolina SouthCarolina AND Georgia DONT BE STUPID GET AWAY FROM THESE AREAS Florence Sep   PM Nyc Miami Houston Chicago Nj Ca La URL	0
19563	Antifa UKLabour FBPE SUTR Pay Attention This is what ForBritain is fighting against  you URL	0
19836	 He is a expert on NI now amp blocks anyone that challenges his viewshe just wants his view heardhe has obsessive love for EU	0
31033	Antifa demo in memory of KillahP Greece URL	0
70051	 These are all coranated attacks from idiot loons They will get worse much worse before the election Can u imagine idiots who want to get rid of the economy and their  along with interest rates just because he is not a polished politician Idiots	1
73642	 Awwww she is so stinking cute How old is she now	1
10727	Benghazi Haiti UraniumOne SethRich What more does the justice department need No double standards Just because youre Rich and Powerful doesnt mean you can rob seal and murder DrainTheSwamp HillaryForPrison VoteRed MAGA URL	1
73442	BlackEyedPeas Tackle Gun Control Social Justice on New Song Big Love Single highlights groups first album in eight years Masters of the Sun URL URL	0
59758	Censorship Awake yet Ask yourself why these conservatives are being censored WalkAway URL	0
11781	You didnt have to beat him up like that all he said was you are looking so delicious You say as you clean up his bruised knuckles Nobody talks to my woman that wayexcept me He pulls you on to his lap Do you want me to kiss it and make it feel better You tease URL	0
11645	JoinTheFight Join the fight against American Communists Democrats and Liberals have taken this crap to the edge and there is no coming back They are openly promoting the Destruction of AMERICA JoinTheFightAgainstCommunism URL	1
91116	Art ArtistsOnTwitter Soul GoodBusiness Entrepreneur Success Excellence WomanInBusiness MindBlowing Quotestoliveby Be gentle with yourself You are a child of the universe no less than the trees and the stars you have a right to be here by Max Ehrmann URL	0
86437	ICYMI Welcome Anna Grey Barbour to our Womens Volleyball Team Anna is a  Terry Sanford High School graduate She is studying dental hygiene at our college Were proud to make you a Trojan Anna Good luck this season BlackNGold Trojans  URL	0
86268	BiggBossTamil BiggBossTamil BiggBossTamil intha Aishwarya va kuda manichirlam ana intha Yashika  The biggest reason for every fight in BB house Yet our foolish people support her just because she is doing Tasks URL	0
21643	TOTALLYBLOGGING  Want to know how to keep your focus when you are blogging Its easier said than done at the start so take a look at what you can do to stop quitting URL ukbloggers fbloggers bbloggers lbloggers URL	0
72274	 has stated that any talk of Zionist involvement in  is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect He should be ashamed of himself but hes not because hes Zionel	1
95198	UPDATE New projections state Hurricane Florence may now travel down the coastline with the entire NCSC coast possibly suffering Florences deadly storm surge greatly increasing the seriousness of the rainwind in South Carolina and surrounding areas even possibly Georgia URL	0
31550	Liberals are like Economics I dont even know what gender I am	0
21524	Khaleesi kinda watching HIAC  Wtf does she think she is a person Pffft pathetic URL	1
84579	And females b on the same shit URL	1
26291	Brexit UKLabour Labour Conservatives PlaidCymru Greens Politics EU URL  POLL	0
72424	BreakingNews via NYT The New York Times URL	0
28744	HCHottestCeleb Round of  Match  Scarlett Johansson VS Emma Stone POLL BELOW URL	0
59961	Sugardaddy Retweet if you are under  and you want  daily USACanada and UK only sugarbabyneeded sugarbabywanted findom sugarbaby Canada	0
59519	DeclassifyDocuments I love watching liberals like Maria squirm Outnumbered	1
51386	PoliticsInFocus Look Donald You are only a duck stop patronizing me URL	1
76052	naturephotography nature birds wild in Wisconsin photography picoftheday pics fridaymotivation fridayfeeling instagramers I hope you are having an amazing day URL	0
14837	CarolineForbes You are needed to help with the posted SL DM me to Audition	0
57295	WCW to I mean hey she is a great friend and I am more than happy to help with missions and anything else she might need	0
74610	 that would have just offbalanced him he did exactly what was smart basic grappling it might have been all instinct but the antifa used basic grappling Cross side collar to snap down then stepping out of his weak single leg attempt	0
55653	Cancer Hate crime isnt an actual crime If theres a victim then its just called crime Malum in se Hate crime is socially engineered programming to control peoples behavior just like gun control ChangeMyMind URL	0
10918	CarbonTax works and will put tons more money BACK INTO Canadian pockets     Part of why Trudeau won in  was campaigning on a national carbon tax Conservatives died then They want another death in we will oblige URL	1
57541	Antonia Evans was either sex trafficked or cremated	1
55318	Repost thesavoyshow with getrepost  MarkKnight Says he is not a racist after drawing a racist picture of SerenaWilliams  Do yall believe him or nah URL	0
80965	 The worrying thing is that she is teaching our young adults	0
14051	WalkAway DemocratSocialists Socialists Socialism Resist Communists Antifa Cult Crazy Insane mentalillness EmptyHeaded BernieSanders Venezuela  TRILLION in NEW TAXES AlexandriaOcasioCortez OcasioCortez EndorsementFail MissVenezuala Alexandria Ocasio Cortez URL	0
25125	TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of	1
81974	ProudAlumnus Keep up the great work Dont forget you are under GREAT leadership so take some time to soak in the skills they aim to teach URL	0
76797	WILDCARDWEDNESDAY MAXDRIVEWILDCARDWEDNESDAY You Are OnAirWithShine NP HAPPIER  FT On The MaxDrive w the RadioENCHANTRESS	0
57494	 He is off the deep end This calls for an intervention	0
49441	CNBC whats go talk about the gender gap in silicon valley but wont talk about the gap between conservatives and emocrats and the bias	0
78266	 Million Funding Competition for US cities Thats nice  URL	0
31401	 She Is A ChiCom Spy ClubGITMO	0
80020	Repost  We cant forget to give props to Naomi Osaka  She played against her idol and won In someways the win has been overshadowed but she is so humbled in her URL	0
61295	And these entertainment agencies just gonna have to be an ass about it URL	1
45518	 He is obviously getting suspended He is not an asset for anyone	0
53351	Trump Really everything Trump does is another piece of evidence for obstruction of justice He is a talking crime machine	1
51610	Canada  EXCLUSIVE Trudeau Liberals leave M meant to help veterans unspent since taking office URL	0
26758	 than why did you show us how hot she is 	0
30718	 You have yet to answer what realistically enforceable gun control law would prevent the tragedies without violating Due Process and HIPAA	0
25463	DisarmThem This goes to show how moronic Antifa types are because this is a good way to encourage some dumbass to rightfully get speedrocked Open carry users practice weapon retention Gun grabs will go very badly for you if you try You will get shot so dont do it A URL	1
82558	MAGA  got any ideas how she could have done it URL	0
85613	ChristineBFord LiberalsAreDesperate every time liberals dont get there way they cry racism or sexual assault Hard to believe	1
36875	URL You cant summarize the rankings of a game mode in just one picture URL	0
86142	Learn from it and become better instead of remaining stuck in it and become bitter CLifeClearly CLifeThryve AboutThatLife CLifeMacon	0
87711	KamalaHarris may run for President in  but will never be POTUS Sadly she is guaranteed a leadership role in politics much like DianneFeinstein thats reality in liberal California Ask NancyPelosi ChuckSchumer CNN MSNBC	0
51626	Levi Strauss has never been afraid to take an unpopular stand to support a greater good  What about when they shut down all manufacturing in America That wasnt even a news story when it happened Maybe theyre right it wasnt unpopular URL	0
59423	repost is giving a word with this jacket preach saynotofuckboys dontgiveyourmagictomuggles URL	0
80555	Emmys sooo lovely I love the dress colour and the design looks like fairy tales and she is very tender  URL	0
85830	CHANGE I remember past administrations chant was change There was no change carried the same baton and did nothing This POTUS is making the changes He does what he says So far for the better I like But swampies liberals lefties just hatin Dont be hatin	0
29102	An open letter to Mac Miller URL	0
